"﻿""Keyword""",SERP features,Volume,KD,CPC,servicesartisans.fr/: URL,servicesartisans.fr/: Organic Position,servicesartisans.fr/: Organic Traffic,servicesartisans.fr/: Ad title,servicesartisans.fr/: Ad display URL,servicesartisans.fr/: Ad description,servicesartisans.fr/: Ad block,servicesartisans.fr/: Ad position,servicesartisans.fr/: Paid traffic,pagesjaunes.fr/: URL,pagesjaunes.fr/: Organic Position,pagesjaunes.fr/: Organic Traffic,pagesjaunes.fr/: Ad title,pagesjaunes.fr/: Ad display URL,pagesjaunes.fr/: Ad description,pagesjaunes.fr/: Ad block,pagesjaunes.fr/: Ad position,pagesjaunes.fr/: Paid traffic,travaux.com/: URL,travaux.com/: Organic Position,travaux.com/: Organic Traffic,travaux.com/: Ad title,travaux.com/: Ad display URL,travaux.com/: Ad description,travaux.com/: Ad block,travaux.com/: Ad position,travaux.com/: Paid traffic,izi-by-edf.fr/: URL,izi-by-edf.fr/: Organic Position,izi-by-edf.fr/: Organic Traffic,izi-by-edf.fr/: Ad title,izi-by-edf.fr/: Ad display URL,izi-by-edf.fr/: Ad description,izi-by-edf.fr/: Ad block,izi-by-edf.fr/: Ad position,izi-by-edf.fr/: Paid traffic,Updated
msa arras,"Sitelinks, People also ask, Knowledge panel, Video preview",900,0,4.83,,,,,,,,,,https://www.pagesjaunes.fr/pros/06558630,2,136,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 09:39:22
basic fit salon de provence,"Thumbnail, People also ask, Sitelinks",900,5,0.13,,,,,,,,,,https://www.pagesjaunes.fr/pros/61672117,6,56,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 01:57:27
aldi horaires d'ouverture,"Local pack, People also ask",900,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/61004732,7,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 16:01:16
boulangerie ajaccio,Thumbnail,900,0,0.27,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/ajaccio-2a/boulangeries-patisseries-artisans,5,26,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 00:05:02
au vieux de la vieille,"Sitelinks, Video preview, Thumbnail",900,4,1.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/50524585,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 16:08:16
citroen quimper,"Thumbnail, People also ask, Video preview",900,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/quimper-29/citroen,4,32,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 16:01:26
super u saint ave,"People also ask, Knowledge panel",900,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/pros/04203258,3,28,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 22:13:35
nike toulouse,"Local pack, Sitelinks, People also ask, Thumbnail, Shopping, Video preview",900,0,0.08,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/toulouse-31/magasins-de-sport-nike,9,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 15:22:13
intermarché bar sur seine,"People also ask, Thumbnail",900,0,0.62,,,,,,,,,,https://www.pagesjaunes.fr/pros/59677268,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 14:11:48
easy cash istres,"Thumbnail, People also ask, Sitelinks",900,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/53828996,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 07:26:33
mairie de givors,"Sitelinks, People also ask, Video preview",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/06250661,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 10:47:50
cora vendenheim,"People also ask, Sitelinks",900,0,0.30,,,,,,,,,,https://www.pagesjaunes.fr/pros/61710262,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 13:11:56
scania angers,"Local pack, People also ask, Thumbnail, Video preview",900,1,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/54738320,5,69,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 22:12:33
agence du soleil narbonne,"Local pack, Sitelinks",900,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/pros/53546732,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 16:18:49
mdph charleville,"Sitelinks, People also ask, Video preview",900,0,9.65,,,,,,,,,,https://www.pagesjaunes.fr/pros/50095279,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 00:27:57
hervé leclerc,"People also ask, Thumbnail, Sitelinks",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/herve.leclerc,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 17:10:33
cabinet kinésithérapie,"Local pack, People also ask, Thumbnail, Video preview",900,2,0.41,,,,,,,,,,https://www.pagesjaunes.fr/activites/kinesitherapeutes-masseurs-kinesitherapeutes.html,6,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 01:43:11
enrochement paysager,"People also ask, Video preview, Thumbnail",900,0,0.47,,,,,,,,,,https://amenagement-de-jardin.pagesjaunes.fr/astuce/voir/632675/enrochement,17,3,,,,,,,https://www.travaux.com/construction-renovation-maison/guide-des-prix/prix-travaux-denrochement,1,7,,,,,,,,,,,,,,,,2026-04-06 03:58:49
top pneu,"People also ask, Video preview",900,0,0.34,,,,,,,,,,https://www.pagesjaunes.fr/pros/62165272,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 22:39:09
un toit pour tous,"Sitelinks, Local pack, Thumbnail",900,2,0.09,,,,,,,,,,https://www.pagesjaunes.fr/pros/54891459,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 13:25:05
coiffeur etampes,"Local pack, Thumbnail",900,0,0.34,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/etampes-91/coiffeurs,3,95,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 16:43:01
eegp,"Sitelinks, Local pack, People also ask",900,0,0.89,,,,,,,,,,https://www.pagesjaunes.fr/pros/03712058,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 00:43:45
ragt balma,"Sitelinks, People also ask, Knowledge panel, Thumbnail",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/12129622,5,45,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 12:13:23
codina soual,"Local pack, Sitelinks, Thumbnail, Video preview",900,0,0.27,,,,,,,,,,https://www.pagesjaunes.fr/pros/51740602,3,195,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 15:10:23
meteo france abbeville,"Knowledge card, Sitelinks",900,0,0.28,,,,,,,,,,https://www.pagesjaunes.fr/pros/12278024,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 03:53:01
numéro de téléphone sofinco,"Featured snippet, People also ask",900,6,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/00070796,10,12,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 22:27:09
decitre chambery,"Thumbnail, People also ask",900,1,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/07443745,2,56,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 00:47:14
ambroise paré thionville,"People also ask, Video preview",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/09283421,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 20:40:59
orl valence,"Local pack, People also ask, Thumbnail",900,0,2.86,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/valence-26/orl,8,44,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 18:57:36
piscine saint junien,"Thumbnail, People also ask, Knowledge panel, Video preview",900,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/09636949,10,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 16:01:09
pizzeria thionville,"Thumbnail, Video preview",900,2,0.35,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/thionville-57/pizza,6,18,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 10:21:43
century 21 sens,"Sitelinks, People also ask, Thumbnail, Video preview",900,0,0.42,,,,,,,,,,https://www.pagesjaunes.fr/pros/08062441,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 12:18:55
la reserve metz,Sitelinks,900,0,0.47,,,,,,,,,,https://www.pagesjaunes.fr/pros/54005087,6,56,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 02:46:27
renault villepinte,"Knowledge panel, Thumbnail",900,2,0.34,,,,,,,,,,https://www.pagesjaunes.fr/pros/55741974,7,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 22:52:28
jumbo pneu gennevilliers,"People also ask, Knowledge panel, Thumbnail",900,0,0.29,,,,,,,,,,https://www.pagesjaunes.fr/pros/08285900,5,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 19:56:14
magasin de costume,"Thumbnail, Shopping",900,42,0.38,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/departement/creuse-23/costume,4,36,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 08:51:15
hernie intra spongieuse,"Featured snippet, People also ask, Thumbnail, Sitelinks",900,0,,,,,,,,,,,https://mal-de-dos.pagesjaunes.fr/astuce/voir/716945/hernie-intra-spongieuse,7,3,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 01:03:35
ameli marseille,"Local pack, People also ask",900,34,0.20,,,,,,,,,,https://www.pagesjaunes.fr/pros/51762640,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 15:41:36
boulangerie pornic,"Video preview, Sitelinks",900,1,0.10,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/pornic-44/boulangerie-ouverte-maintenant,5,30,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 22:22:07
kiabi semecourt,"Thumbnail, People also ask, Sitelinks",900,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/58468954,2,106,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 16:27:10
coiffeur charleville,"Local pack, Thumbnail, People also ask, Video preview",900,3,0.15,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/charleville-mezieres-08/coiffeurs,7,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 16:23:03
boutique asiatique,"Thumbnail, Sitelinks, Video preview",900,28,,,,,,,,,,,https://www.pagesjaunes.fr/activites/epicerie-asiatique.html,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 08:48:38
pharmacie valence 2,"Sitelinks, People also ask, Video preview",900,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/08285485,4,64,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 08:36:56
peugeot coutances,Knowledge panel,900,0,0.10,,,,,,,,,,https://www.pagesjaunes.fr/pros/00255965,7,2,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 21:02:56
intermarché avranches,"People also ask, Sitelinks",900,0,0.48,,,,,,,,,,https://www.pagesjaunes.fr/pros/00254330,7,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 07:54:56
air algérie marseille,"Local pack, People also ask, Sitelinks",900,0,0.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/09669856,6,5,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 06:48:13
cardiologue montpellier,"Local pack, Thumbnail, People also ask, Video preview",900,0,0.47,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/montpellier-34/cardiologue,7,20,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 05:04:23
agrotech,"Local pack, Video preview",900,2,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/02984958,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 13:18:12
aldi brignoles,"Thumbnail, People also ask, Knowledge panel, Sitelinks",900,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/61985175,5,40,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 21:25:42
basic fit longuenesse,"Thumbnail, People also ask, Video preview, Sitelinks",900,0,0.12,,,,,,,,,,https://www.pagesjaunes.fr/pros/61944025,6,53,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 01:44:32
laboratoire saint herblain,"Local pack, Thumbnail",900,1,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-herblain-44/laboratoires-d-analyses-de-biologie-medicale,8,24,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 16:44:37
deces conde sur noireau,,900,0,,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/conde-sur-noireau-14/pompes-funebres,9,34,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 19:54:21
grand frais hazebrouck,"Thumbnail, People also ask, Video preview",900,1,0.34,,,,,,,,,,https://www.pagesjaunes.fr/pros/59725848,9,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 05:52:48
fourrière perpignan,"Local pack, People also ask, Thumbnail, Sitelinks",900,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/perpignan-66/fourriere,7,16,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 09:08:33
tarif pose carrelage 60x60 au m2,"Featured snippet, People also ask, Video preview",900,0,0.52,,,,,,,,,,,,,,,,,,,https://www.travaux.com/sols-carrelage/guide-des-prix/prix-pose-de-carrelage,3,117,,,,,,,,,,,,,,,,2026-04-13 00:06:49
lidl saint julien en genevois,"Thumbnail, People also ask, Knowledge panel, Video preview, Sitelinks",900,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/pros/62306222,8,35,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 22:13:26
primark le plus proche,"Local pack, Sitelinks, People also ask",900,0,0.23,,,,,,,,,,https://www.pagesjaunes.fr/activites/primark.html,4,35,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 00:07:02
automobile de l'océane,Thumbnail,900,0,0.27,,,,,,,,,,https://www.pagesjaunes.fr/pros/56321951,3,111,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 06:08:08
norauto brest kergaradec,"People also ask, Knowledge panel, Sitelinks",900,1,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/00714733,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 20:32:16
prima fabbrica,"Thumbnail, People also ask",900,0,0.34,,,,,,,,,,https://www.pagesjaunes.fr/pros/57841097,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 03:56:37
cash piscine gaillac,"People also ask, Knowledge panel, Sitelinks",900,1,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/03671682,4,1,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 19:41:36
depannage electromenager autour de moi,"Local pack, People also ask, Video preview",900,3,0.33,,,,,,,,,,https://www.pagesjaunes.fr/activites/reparateur-electromenager.html,3,144,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 16:25:38
chamas tacos oullins,"Sitelinks, Knowledge panel, Thumbnail, Video preview",900,3,0.37,,,,,,,,,,https://www.pagesjaunes.fr/pros/62842879,6,54,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 14:35:59
but bastia,"Thumbnail, Sitelinks",900,0,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/53050373,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 08:48:09
jean pierre deutsch,"People also ask, Thumbnail",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pagesblanches/r/jean-pierre.deutsch,8,34,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 21:11:27
lidl fos sur mer,"Thumbnail, People also ask",900,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/53626143,4,19,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 12:19:20
darty bibliotheque nationale de france,"Thumbnail, People also ask",900,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/52936614,4,35,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 17:08:57
horaire la poste,"Local pack, People also ask",900,6,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/12311466,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 09:18:23
truffaut stade de france,"Thumbnail, People also ask, Sitelinks, Video preview",900,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/pros/08445727,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 23:35:58
casino pougues les eaux,"Sitelinks, People also ask",900,16,5.04,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/pougues-les-eaux-58/casino,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 21:27:45
le carrousel pigalle,"Thumbnail, People also ask, Video preview",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/60230854,7,21,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 04:14:28
viabilis,Sitelinks,900,0,0.17,,,,,,,,,,https://www.pagesjaunes.fr/pros/51367251,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-01 15:11:28
voiture électrique autonomie 1000 km,"Featured snippet, People also ask, Thumbnail, Video preview",900,1,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://izi-by-edf.fr/blog/voiture-electrique-autonomie-1000-km/,4,101,,,,,,,2026-04-11 03:24:41
roady vannes,"People also ask, Knowledge panel, Thumbnail, Sitelinks",900,2,0.39,,,,,,,,,,https://www.pagesjaunes.fr/pros/00733339,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 04:24:06
centrakor tonneins,"Thumbnail, People also ask, Sitelinks",900,0,0.26,,,,,,,,,,https://www.pagesjaunes.fr/pros/53898178,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-30 19:04:53
medsoins vaulx en velin,"Thumbnail, Knowledge panel",900,0,0.46,,,,,,,,,,https://www.pagesjaunes.fr/pros/62290802,5,73,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 08:54:26
vtc vannes,"Local pack, Thumbnail, People also ask, Video preview",900,3,0.66,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/vannes-56/vtc,6,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 02:54:37
corinne coiffure,"Thumbnail, Local pack, Video preview",900,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/05876134,5,22,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 00:10:18
basic fit evreux,"Thumbnail, People also ask, Video preview, Sitelinks",900,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/57412315,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 00:16:55
laboratoire maromme,"Knowledge panel, Thumbnail",900,0,1.36,,,,,,,,,,https://www.pagesjaunes.fr/pros/04737857,4,46,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 00:00:55
maaf caen,,900,0,0.94,,,,,,,,,,https://www.pagesjaunes.fr/pros/53405134,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 05:30:31
pizzeria vannes,,900,0,0.32,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/vannes-56/pizza,7,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 09:30:50
burberry paris,,900,0,0.69,,,,,,,,,,https://www.pagesjaunes.fr/pros/54266636,6,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 23:00:45
jardinerie montesson,"Sitelinks, People also ask, Video preview",900,0,0.30,,,,,,,,,,https://www.pagesjaunes.fr/pros/00447885,4,81,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-03 19:43:18
the one ball,"Thumbnail, People also ask, Video preview",900,0,0.32,,,,,,,,,,https://www.pagesjaunes.fr/pros/58481371,4,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 16:30:40
la petite etoile paris,"Sitelinks, People also ask, Thumbnail",900,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/64476121,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 13:55:05
parking bellegarde,"Thumbnail, Knowledge panel, People also ask",900,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/58526828,7,33,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-02 00:24:06
sushi cormeilles,"Thumbnail, People also ask",900,0,0.16,,,,,,,,,,https://www.pagesjaunes.fr/pros/56033140,7,44,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 16:07:04
le roymerlin,"Sitelinks, Local pack, Video preview",900,12,0.01,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/region/aquitaine/leroy-merlin,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 16:25:36
mediatheque reims,"Sitelinks, Local pack, Video preview, Thumbnail",900,0,1.35,,,,,,,,,,https://www.pagesjaunes.fr/pros/50283681,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-04 02:57:02
peugeot gemy toulon,"Sitelinks, People also ask, Thumbnail",900,0,0.22,,,,,,,,,,https://www.pagesjaunes.fr/pros/53626578,4,52,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 13:52:01
jardin moderne rennes,"Sitelinks, People also ask, Thumbnail, Video preview",900,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/55313761,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 14:54:26
casse auto herblay,"Local pack, Thumbnail, Video preview",900,0,0.14,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/herblay-95/casses-automobiles,5,87,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 10:11:28
consulat d'algérie strasbourg,"People also ask, Sitelinks",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/01708394,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 13:33:59
buffalo grill abbeville,"Thumbnail, People also ask, Sitelinks",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/62360891,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 21:36:15
pizza saint etienne,"Thumbnail, Video preview",900,3,0.47,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/saint-etienne-42/pizza,10,17,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 02:03:35
truffaut meriadeck,"Thumbnail, People also ask, Video preview",900,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/bordeaux-33/truffaut,6,35,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 08:40:49
super u bletterans,Thumbnail,900,0,0.01,,,,,,,,,,https://www.pagesjaunes.fr/pros/00481276,5,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 15:10:29
pharmacie porte de montreuil,"People also ask, Thumbnail, Sitelinks, Video preview",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/57722824,4,25,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 07:34:55
harmonie mutuelle numero,"Local pack, People also ask",900,7,2.50,,,,,,,,,,https://www.pagesjaunes.fr/pros/52088296,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 08:12:38
metal essor,,900,0,0.57,,,,,,,,,,https://www.pagesjaunes.fr/pros/51557322,5,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-03-31 22:55:05
barnes biarritz,"Sitelinks, People also ask, Video preview",900,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/52464749,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 21:11:48
tanguy matériaux,"Local pack, Sitelinks, People also ask, Video preview, Thumbnail",900,0,0.15,,,,,,,,,,https://www.pagesjaunes.fr/pros/00029259,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-13 03:32:36
leclerc saint brandan,Thumbnail,900,0,0.87,,,,,,,,,,https://www.pagesjaunes.fr/pros/50646716,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 13:07:01
bricomarché muille villette,"Thumbnail, People also ask, Video preview",900,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/05642515,6,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 12:56:54
lidl corbeil,"Local pack, Sitelinks",900,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/56536571,5,41,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-14 17:02:39
bricorama figeac,"People also ask, Knowledge panel, Thumbnail, Sitelinks, Video preview",900,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/08845736,8,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 21:52:42
bureau vallée colmar,"Sitelinks, People also ask, Thumbnail",900,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/56155828,7,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-12 18:20:56
tarif taille de haie 3 faces,"Featured snippet, People also ask, Sitelinks, Video preview",900,0,0.59,,,,,,,,,,,,,,,,,,,https://www.travaux.com/jardin-et-exterieur/guide-des-prix/prix-de-taille-de-haies,2,115,,,,,,,,,,,,,,,,2026-04-08 01:24:14
dermatologue arcachon,"People also ask, Knowledge panel, Thumbnail",900,0,0.32,,,,,,,,,,https://www.pagesjaunes.fr/annuaire/arcachon-33/medecins-dermatologues,2,111,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-06 06:05:29
darty thonon,"Thumbnail, People also ask, Knowledge panel, Sitelinks",900,2,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/51648638,3,6,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-05 11:51:50
pizza cosy challans,"Thumbnail, People also ask, Sitelinks",900,0,0.07,,,,,,,,,,https://www.pagesjaunes.fr/pros/60354506,7,42,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 14:24:16
lidl peronne,"Thumbnail, People also ask",900,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/51706817,10,10,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 18:04:49
feu vert vitré,"People also ask, Shopping, Thumbnail",900,0,0.05,,,,,,,,,,https://www.pagesjaunes.fr/pros/60887543,6,20,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-08 10:17:54
securite sociale perpignan,,900,0,0.02,,,,,,,,,,https://www.pagesjaunes.fr/pros/01899237,5,14,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-17 19:02:59
super u saint etienne de saint geoirs,"Thumbnail, People also ask, Sitelinks",900,0,0.03,,,,,,,,,,https://www.pagesjaunes.fr/pros/55678636,10,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-18 10:05:04
bricomarché villeneuve le roi,"Thumbnail, People also ask",900,0,0.04,,,,,,,,,,https://www.pagesjaunes.fr/pros/04575165,4,7,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-09 06:27:38
but dax,People also ask,900,0,0.06,,,,,,,,,,https://www.pagesjaunes.fr/pros/04665089,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-07 23:27:52
oenosteria,Thumbnail,900,0,0.50,,,,,,,,,,https://www.pagesjaunes.fr/pros/53365051,5,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-11 23:20:51
royaume des enfants,"Sitelinks, Thumbnail, Video preview",900,0,,,,,,,,,,,https://www.pagesjaunes.fr/pros/60220353,9,0,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-15 16:28:52
euromaster caen,"People also ask, Sitelinks, Thumbnail",900,0,0.08,,,,,,,,,,https://www.pagesjaunes.fr/pros/02000915,5,29,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-16 02:22:45
piscine saint laurent du var,"Thumbnail, Video preview",900,0,1.35,,,,,,,,,,https://www.pagesjaunes.fr/pros/09513003,9,4,,,,,,,,,,,,,,,,,,,,,,,,,2026-04-10 08:57:07
