nom,email,telephone,adresse,code_insee,site_web
Communauté de communes - Grand Saint Emilionnais,contact@grand-st-emilionnais.org,"[{""valeur"": ""05 57 55 21 60"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1109 route de la Gare"", ""service_distribution"": """", ""code_postal"": ""33330"", ""nom_commune"": ""Saint-Emilion"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-0.158779"", ""latitude"": ""44.88134""}]",33546,"[{""libelle"": """", ""valeur"": ""https://www.grand-saint-emilionnais.fr""}]"
Communauté de communes - Grand Chambord,contact@grandchambord.fr,"[{""valeur"": ""02 54 46 53 80"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""22 avenue de la Sablière"", ""service_distribution"": """", ""code_postal"": ""41250"", ""nom_commune"": ""Bracieux"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.55018119"", ""latitude"": ""47.5519134""}]",41025,"[{""libelle"": """", ""valeur"": ""https://www.grandchambord.fr/""}]"
Communauté de communes - 4 Rivières,contact@cc4rivieres.com,"[{""valeur"": ""02 35 09 85 69"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""communauté de commune des 4 rivières en Bray"", ""numero_voie"": ""2 Avenue de la Garenne"", ""service_distribution"": """", ""code_postal"": ""76220"", ""nom_commune"": ""Gournay-en-Bray"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.724118"", ""latitude"": ""49.470825""}]",76312,"[{""libelle"": """", ""valeur"": ""https://cc4rivieres.com/""}]"
Communauté de communes - Liffré Cormier Communauté,contact@liffre-cormier.fr,"[{""valeur"": ""02 99 68 31 31"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 le carfour"", ""service_distribution"": """", ""code_postal"": ""35340"", ""nom_commune"": ""la bouëxière"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.463073"", ""latitude"": ""48.185679""}]",35152,"[{""libelle"": """", ""valeur"": ""https://www.liffre-cormier.fr/""}]"
Communauté de communes - Sud Messin,contact@sudmessin.fr,"[{""valeur"": ""03 87 38 04 10"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 rue Pilâtre-de-Rozier"", ""service_distribution"": """", ""code_postal"": ""57420"", ""nom_commune"": ""Goin"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.23875459999999"", ""latitude"": ""48.9797353""}]",57708,"[{""libelle"": """", ""valeur"": ""http://www.sudmessin.fr""}]"
Communauté de communes - Haut Pays du Montreuillois,accueil@cchpm.fr,"[{""valeur"": ""03 61 52 80 05"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""15 ter rue du Marais"", ""service_distribution"": """", ""code_postal"": ""62310"", ""nom_commune"": ""Fruges"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.13409423828"", ""latitude"": ""50.5137540023""}]",62364,"[{""libelle"": """", ""valeur"": ""https://www.cchpm.fr/""}]"
Communauté de communes - Pays de Montereau,contact@paysdemontereau.fr,"[{""valeur"": ""01 60 73 44 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""29 avenue du Général-De-Gaulle"", ""service_distribution"": """", ""code_postal"": ""77130"", ""nom_commune"": ""Montereau-Fault-Yonne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.9490936"", ""latitude"": ""48.381231""}]",77305,"[{""libelle"": """", ""valeur"": ""https://paysdemontereau77.fr""}]"
Communauté de communes - Pays du Mont-Blanc,accueil@ccpmb.fr,"[{""valeur"": ""04 50 78 12 10"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": ""PAE d'activité du Mont-Blanc"", ""numero_voie"": ""648 chemin des Prés-Caton"", ""service_distribution"": """", ""code_postal"": ""74190"", ""nom_commune"": ""Passy"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.71775"", ""latitude"": ""45.914947""}]",74208,"[{""libelle"": """", ""valeur"": ""https://www.ccpmb.fr/""}]"
Communauté de communes - Loire et Allier,administratif@cc-loire-allier.fr,"[{""valeur"": ""03 86 21 08 49"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Avenue de la Mairie"", ""service_distribution"": """", ""code_postal"": ""58490"", ""nom_commune"": ""Saint-Parize-le-Châtel"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.1780363"", ""latitude"": ""46.8540334""}]",58260,"[{""libelle"": """", ""valeur"": ""http://www.cc-loire-allier.fr""}]"
Communauté de communes - Pays de la Zorn,secretariat.general@payszorn.com,"[{""valeur"": ""03 88 91 96 58"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""43 route de Strasbourg"", ""service_distribution"": """", ""code_postal"": ""67270"", ""nom_commune"": ""Hochfelden"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""7.589508"", ""latitude"": ""48.755363""}]",67202,"[{""libelle"": """", ""valeur"": ""https://www.payszorn.com/""}]"
Agglomération - Loire - Forez,agglomeration@loireforez.fr,"[{""valeur"": ""04 26 54 70 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""17 boulevard de la Préfecture"", ""service_distribution"": """", ""code_postal"": ""42600"", ""nom_commune"": ""Montbrison"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.0621148"", ""latitude"": ""45.6086126""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""17 boulevard de la Préfecture"", ""service_distribution"": ""CS 30211"", ""code_postal"": ""42605"", ""nom_commune"": ""Montbrison"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.0621148"", ""latitude"": ""45.6086126""}]",42147,"[{""libelle"": """", ""valeur"": ""https://www.loireforez.fr""}]"
Communauté de communes - Val d'Essonne,ccve@ccvalessonne.com,"[{""valeur"": ""01 64 93 21 20"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Parvis des communautés"", ""service_distribution"": """", ""code_postal"": ""91610"", ""nom_commune"": ""Ballancourt-sur-Essonne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.3795316"", ""latitude"": ""48.526647""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Parvis des communautés"", ""service_distribution"": ""BP 29"", ""code_postal"": ""91610"", ""nom_commune"": ""Ballancourt-sur-Essonne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",91045,"[{""libelle"": """", ""valeur"": ""https://valessonne.fr/""}]"
Communauté de communes - Pays de L'Aigle,cdc@paysdelaigle.fr,"[{""valeur"": ""02 33 84 50 40"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Pôle administratif"", ""complement2"": """", ""numero_voie"": ""5 place du Parc"", ""service_distribution"": """", ""code_postal"": ""61300"", ""nom_commune"": ""L'Aigle"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.6345328"", ""latitude"": ""48.761886""}]",61214,"[{""libelle"": """", ""valeur"": ""https://www.paysdelaigle.com""}]"
Communauté de communes - Belle-Île-en-Mer,ccbi@ccbi.fr,"[{""valeur"": ""02 97 31 83 04"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Haute-Boulogne"", ""complement2"": """", ""numero_voie"": ""56 rue Alexi Danan"", ""service_distribution"": """", ""code_postal"": ""56360"", ""nom_commune"": ""Le Palais"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-3.15845860000002"", ""latitude"": ""47.3522722""}]",56152,"[{""libelle"": """", ""valeur"": ""http://www.ccbi.fr""}]"
Communauté de communes - Rahin et Cherimont,ccrahincherimont@wanadoo.fr,"[{""valeur"": ""03 84 27 93 15"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""20 rue Paul-Strauss"", ""service_distribution"": """", ""code_postal"": ""70250"", ""nom_commune"": ""Ronchamp"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.633119"", ""latitude"": ""47.700254""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""20 rue Paul-Strauss"", ""service_distribution"": ""BP 04"", ""code_postal"": ""70250"", ""nom_commune"": ""Ronchamp"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",70451,"[{""libelle"": """", ""valeur"": ""https://www.ccrc70.fr/""}]"
Communauté de communes - Val d'Amboise,accueil@cc-valdamboise.fr,"[{""valeur"": ""02 47 23 47 44"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""9 bis rue d'Amboise"", ""service_distribution"": """", ""code_postal"": ""37530"", ""nom_commune"": ""Nazelles-Négron"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.9754994"", ""latitude"": ""47.418831""}]",37163,"[{""libelle"": """", ""valeur"": ""http://www.cc-valdamboise.fr""}]"
Communauté de communes - Ouche et Montagne,accueil@ouche-montagne.fr,"[{""valeur"": ""03 80 49 77 43"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Hameau Pont-de-Pany"", ""complement2"": """", ""numero_voie"": ""5 place de la Poste"", ""service_distribution"": """", ""code_postal"": ""21410"", ""nom_commune"": ""Sainte-Marie-sur-Ouche"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.807818"", ""latitude"": ""47.296791""}]",21559,"[{""libelle"": """", ""valeur"": ""https://ouche-montagne.fr/""}]"
Communauté de communes - Dômes Sancy Artense,accueil@domes-sancyartense.fr,"[{""valeur"": ""04 73 65 87 63"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""23 route de Clermont"", ""service_distribution"": """", ""code_postal"": ""63210"", ""nom_commune"": ""Rochefort-Montagne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""2.805489"", ""latitude"": ""45.684551""}]",63305,"[{""libelle"": """", ""valeur"": ""https://www.domes-sancyartense.fr/""}]"
Communauté d'agglomération - Dieppe Maritime,contact@agglodieppe-maritime.com,"[{""valeur"": ""02 32 90 20 25"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 boulevard du Général-de-Gaulle"", ""service_distribution"": """", ""code_postal"": ""76200"", ""nom_commune"": ""Dieppe"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.080507"", ""latitude"": ""49.92368""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""4 boulevard du Général-de-Gaulle"", ""service_distribution"": ""BP 50166"", ""code_postal"": ""76204"", ""nom_commune"": ""Dieppe Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""1.080507"", ""latitude"": ""49.92368""}]",76217,"[{""libelle"": """", ""valeur"": ""http://www.agglodieppe-maritime.com""}]"
Communauté de communes - Tille et Venelle,bonjour@tille-venelle.fr,"[{""valeur"": ""03 80 75 51 11"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""20 rue de la Patenée"", ""service_distribution"": """", ""code_postal"": ""21260"", ""nom_commune"": ""Selongey"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""5.18379296417524"", ""latitude"": ""47.58820800464051""}]",21599,"[{""libelle"": """", ""valeur"": ""https://www.tille-venelle.fr""}]"
Communauté de communes - Charente Limousine,contact@charente-limousine.fr,"[{""valeur"": ""05 45 84 14 08"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""8 rue Fontaine-des-Jardins"", ""service_distribution"": """", ""code_postal"": ""16500"", ""nom_commune"": ""Confolens"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.6719747"", ""latitude"": ""46.0129073""}]",16106,"[{""libelle"": """", ""valeur"": ""https://charente-limousine.fr/""}]"
Communauté de communes - Vendeuvre Soulaines,secretariat@ccvendeuvresoulaines.fr,"[{""valeur"": ""03 25 92 59 40"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""Domaine Saint-Victor"", ""service_distribution"": """", ""code_postal"": ""10200"", ""nom_commune"": ""Soulaines-Dhuys"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.7345763"", ""latitude"": ""48.3767143""}]",10372,"[{""libelle"": """", ""valeur"": ""https://www.ccvendeuvresoulaines.fr/""}]"
Communauté de communes - Les Versants d'Aime,contact@versantsdaime.fr,"[{""valeur"": ""04 79 55 40 27"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""1002 avenue de Tarentaise"", ""complement2"": """", ""numero_voie"": ""Le Chalet"", ""service_distribution"": """", ""code_postal"": ""73212"", ""nom_commune"": ""Aime-la-Plagne"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.6467929"", ""latitude"": ""45.5554387""}]",73006,"[{""libelle"": """", ""valeur"": ""http://www.versantsdaime.fr""}]"
Communauté de communes - Sud Nivernais,accueil@ccsn.fr,"[{""valeur"": ""03 86 77 09 45"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""2 rue du Port de la Jonction"", ""service_distribution"": """", ""code_postal"": ""58300"", ""nom_commune"": ""Decize"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.454447"", ""latitude"": ""46.821767""}]",58095,"[{""libelle"": """", ""valeur"": ""https://www.sud-nivernais-communaute.fr/""}]"
Agglomération - Pays-de-l'Or,secretariat@paysdelor.fr,"[{""valeur"": ""04 67 12 35 00"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""Aéroport Montpellier-Méditerranée"", ""complement2"": """", ""numero_voie"": """", ""service_distribution"": """", ""code_postal"": ""34137"", ""nom_commune"": ""Mauguio"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""3.96523720000005"", ""latitude"": ""43.5795991""}, {""type_adresse"": ""Adresse postale"", ""complement1"": ""Aéroport Montpellier-Méditerranée"", ""complement2"": """", ""numero_voie"": """", ""service_distribution"": ""CS 70040"", ""code_postal"": ""34137"", ""nom_commune"": ""Mauguio Cedex"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",34154,"[{""libelle"": """", ""valeur"": ""https://paysdelor.fr/""}]"
Communauté de communes - Triangle Vert,contact@cctv70.fr,"[{""valeur"": ""03 84 95 89 90"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""27 Grande rue"", ""service_distribution"": """", ""code_postal"": ""70240"", ""nom_commune"": ""Saulx"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""6.2788794"", ""latitude"": ""47.6958323""}]",70478,"[{""libelle"": """", ""valeur"": ""https://cctv70.fr/fr/""}]"
Communauté de communes - Région de Blain,accueil@paysdeblain.fr,"[{""valeur"": ""02 40 79 09 92"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 avenue de la Gare"", ""service_distribution"": """", ""code_postal"": ""44130"", ""nom_commune"": ""Blain"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""-1.8497687"", ""latitude"": ""47.418517""}, {""type_adresse"": ""Adresse postale"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""1 avenue de la Gare"", ""service_distribution"": ""BP 29"", ""code_postal"": ""44130"", ""nom_commune"": ""Blain"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",44015,"[{""libelle"": """", ""valeur"": ""https://www.pays-de-blain.com/""}]"
Communauté de communes - Collines du Perche,dgs@cc-collinesperche.fr,"[{""valeur"": ""02 54 89 71 14"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": """", ""complement2"": """", ""numero_voie"": ""36 rue Gheerbrant"", ""service_distribution"": """", ""code_postal"": ""41170"", ""nom_commune"": ""Mondoubleau"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""0.895512"", ""latitude"": ""47.9817084""}]",41143,"[{""libelle"": """", ""valeur"": ""https://www.cc-collinesperche.fr/""}]"
Communauté de communes - Marches du Velay Rochebaron,contact@marchesduvelayrochebaron.fr,"[{""valeur"": ""04 71 61 74 34"", ""description"": """"}]","[{""type_adresse"": ""Adresse"", ""complement1"": ""ZA La Borie"", ""complement2"": """", ""numero_voie"": ""9 rue de l'Épée"", ""service_distribution"": ""BP 70060"", ""code_postal"": ""43120"", ""nom_commune"": ""Monistrol-sur-Loire"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": ""4.8437039"", ""latitude"": ""45.7568166""}, {""type_adresse"": ""Adresse postale"", ""complement1"": ""ZA La Borie"", ""complement2"": """", ""numero_voie"": ""9 rue de l'Épée"", ""service_distribution"": ""BP 70060"", ""code_postal"": ""43120"", ""nom_commune"": ""Monistrol-sur-Loire"", ""pays"": ""France"", ""continent"": ""Europe"", ""longitude"": """", ""latitude"": """"}]",43137,"[{""libelle"": """", ""valeur"": ""https://www.marchesduvelayrochebaron.fr/""}]"
